Date,Demand,Socal Citygate,Outage,Wind,Solar,Sp LMP
2/22/2024,21805,2.61,14056,3127,42,31.75
2/22/2024,21046,2.61,14056,3008,40,30.52
2/22/2024,20756,2.61,14056,2653,36,29.44
2/22/2024,20335,2.61,14056,2202,37,30.49
2/22/2024,21019,2.61,14056,2016,36,35.77
2/22/2024,22496,2.61,14056,1770,36,40.05
2/22/2024,24437,2.61,14056,1386,409,41.61
2/22/2024,24987,2.61,14056,1009,5940,28.43
2/22/2024,23870,2.61,14056,988,12762,0.67
2/22/2024,22252,2.61,14056,960,13733,-13.1
2/22/2024,21221,2.61,14056,830,13845,-19.04
2/22/2024,20656,2.61,14056,908,14121,-21.57
2/22/2024,20410,2.61,14056,829,13838,-27.65
2/22/2024,20107,2.61,14056,788,13690,-32.21
2/22/2024,19827,2.61,14056,569,12642,-23.08
2/22/2024,20451,2.61,14056,618,11774,-4.63
2/22/2024,22189,2.61,14056,952,7913,28.66
2/22/2024,25047,2.61,14056,851,1059,48.12
2/22/2024,26463,2.61,14056,998,69,55.56
2/22/2024,26195,2.61,14056,945,75,52.52
2/22/2024,25392,2.61,14056,1013,76,41.74
2/22/2024,24517,2.61,14056,998,65,38.3
2/22/2024,23226,2.61,14056,877,14,34.62
2/22/2024,21921,2.61,14056,726,14,30.7
2/23/2024,21519,2.79,13792,767,14,35.25
2/23/2024,21017,2.79,13792,802,14,34.22
2/23/2024,20676,2.79,13792,787,16,33.68
2/23/2024,20357,2.79,13792,816,22,34.15
2/23/2024,20693,2.79,13792,956,28,33.48
2/23/2024,21945,2.79,13792,1064,35,37.8
2/23/2024,23753,2.79,13792,1140,244,41.25
2/23/2024,24739,2.79,13792,1199,3101,34.92
2/23/2024,24303,2.79,13792,1040,7682,28.39
2/23/2024,22834,2.79,13792,1223,11303,19.69
2/23/2024,22122,2.79,13792,1599,12009,8.23
2/23/2024,22120,2.79,13792,1677,13177,7.79
2/23/2024,22475,2.79,13792,1710,13508,-0.4
2/23/2024,22521,2.79,13792,1933,13530,5.43
2/23/2024,21810,2.79,13792,1941,12567,10.19
2/23/2024,21046,2.79,13792,1724,10684,19.7
2/23/2024,22613,2.79,13792,1534,6720,26.62
2/23/2024,24840,2.79,13792,1431,864,41.09
2/23/2024,25339,2.79,13792,1390,131,42.69
2/23/2024,24981,2.79,13792,1154,128,32.92
2/23/2024,24232,2.79,13792,897,14,31.99
2/23/2024,23703,2.79,13792,795,14,32.22
2/23/2024,23044,2.79,13792,706,13,31.09
2/23/2024,21760,2.79,13792,665,14,31.46
2/24/2024,21137,2.79,13693,581,12,35.45
2/24/2024,20509,2.79,13693,643,12,34.12
2/24/2024,19915,2.79,13693,775,12,32.39
2/24/2024,19703,2.79,13693,828,12,31.18
2/24/2024,19750,2.79,13693,1052,12,29.36
2/24/2024,20225,2.79,13693,1259,10,30.07
2/24/2024,21017,2.79,13693,1262,188,34.25
2/24/2024,20989,2.79,13693,1101,2335,24.29
2/24/2024,20728,2.79,13693,1158,6199,2.92
2/24/2024,19775,2.79,13693,1380,9070,5.56
2/24/2024,19456,2.79,13693,1476,10412,-2.16
2/24/2024,18558,2.79,13693,1050,10826,-14.88
2/24/2024,17769,2.79,13693,916,10386,-35.85
2/24/2024,17987,2.79,13693,894,10296,-43.24
2/24/2024,18484,2.79,13693,922,10781,-17.49
2/24/2024,18462,2.79,13693,939,9258,-7.62
2/24/2024,19910,2.79,13693,1303,6051,8.95
2/24/2024,22540,2.79,13693,1277,928,29.06
2/24/2024,23920,2.79,13693,1393,41,31.71
2/24/2024,23613,2.79,13693,1410,48,26.25
2/24/2024,23172,2.79,13693,1389,49,23.12
2/24/2024,22713,2.79,13693,1414,49,24.93
2/24/2024,21833,2.79,13693,1483,49,20.25
2/24/2024,21012,2.79,13693,1395,48,15.75
2/25/2024,20336,2.79,13041,1434,49,27.29
2/25/2024,19667,2.79,13041,1373,47,28.43
2/25/2024,19162,2.79,13041,1372,48,29.34
2/25/2024,18879,2.79,13041,1365,48,28.81
2/25/2024,18994,2.79,13041,1389,53,27.92
2/25/2024,19476,2.79,13041,1420,69,26.13
2/25/2024,19920,2.79,13041,1453,245,24.92
2/25/2024,19695,2.79,13041,1428,3554,11.58
2/25/2024,19341,2.79,13041,1434,8820,3.06
2/25/2024,18484,2.79,13041,1320,9990,-10.21
2/25/2024,18256,2.79,13041,998,10550,-19.97
2/25/2024,17530,2.79,13041,833,10235,-31.67
2/25/2024,17171,2.79,13041,941,10152,-41.37
2/25/2024,17463,2.79,13041,1216,10292,-47.01
2/25/2024,17214,2.79,13041,1437,9962,-26.1
2/25/2024,18316,2.79,13041,1804,9104,-10.04
2/25/2024,20401,2.79,13041,2074,6022,9.28
2/25/2024,22670,2.79,13041,2347,1004,28.69
2/25/2024,24162,2.79,13041,2649,84,34.74
2/25/2024,24020,2.79,13041,2650,105,29.97
2/25/2024,23467,2.79,13041,2560,89,29.63
2/25/2024,22841,2.79,13041,2702,94,29.82
2/25/2024,21633,2.79,13041,3013,91,26.75
2/25/2024,20586,2.79,13041,3207,109,18.6
2/26/2024,20452,2.45,13901,3181,115,23.04
2/26/2024,19948,2.45,13901,3239,87,21.03
2/26/2024,19379,2.45,13901,2978,65,20.65
2/26/2024,19370,2.45,13901,3022,53,23.5
2/26/2024,19951,2.45,13901,3274,49,24.27
2/26/2024,21182,2.45,13901,3704,73,29.22
2/26/2024,23221,2.45,13901,3551,164,31.72
2/26/2024,24442,2.45,13901,2929,2127,34.76
2/26/2024,24076,2.45,13901,2846,5438,25.42
2/26/2024,23797,2.45,13901,2816,8025,21.51
2/26/2024,24197,2.45,13901,2846,9018,22.12
2/26/2024,25001,2.45,13901,3030,9720,24.23
2/26/2024,24657,2.45,13901,3407,8917,22.91
2/26/2024,23623,2.45,13901,3713,6759,20.16
2/26/2024,23755,2.45,13901,4220,4802,24.14
2/26/2024,23623,2.45,13901,4475,3810,29.64
2/26/2024,23850,2.45,13901,4237,2082,35.45
2/26/2024,25152,2.45,13901,4161,361,39.79
2/26/2024,26135,2.45,13901,4497,84,37.82
2/26/2024,25944,2.45,13901,4670,92,34.17
2/26/2024,25361,2.45,13901,4976,91,32.83
2/26/2024,24355,2.45,13901,4807,64,31.49
2/26/2024,22952,2.45,13901,4412,51,29.45
2/26/2024,21967,2.45,13901,4518,55,21.55
2/27/2024,21151,2.51,13815,4591,63,25.31
2/27/2024,20640,2.51,13815,4483,40,20.07
2/27/2024,20070,2.51,13815,4364,28,17.99
2/27/2024,19701,2.51,13815,4497,67,23.8
2/27/2024,19997,2.51,13815,4509,70,28.06
2/27/2024,21429,2.51,13815,4506,83,27.18
2/27/2024,23518,2.51,13815,4328,426,35.77
2/27/2024,24338,2.51,13815,3932,5530,16
2/27/2024,23821,2.51,13815,4202,11492,-1.45
2/27/2024,23303,2.51,13815,3915,12937,-15.84
2/27/2024,22475,2.51,13815,3824,12470,-20.99
2/27/2024,21454,2.51,13815,3310,12557,-24.03
2/27/2024,20984,2.51,13815,2815,12620,-24.83
2/27/2024,20703,2.51,13815,2511,12858,-22.71
2/27/2024,20671,2.51,13815,2240,13223,-16.64
2/27/2024,21157,2.51,13815,2154,12359,-7.36
2/27/2024,21920,2.51,13815,2641,8068,18.11
2/27/2024,24138,2.51,13815,2667,1190,43.61
2/27/2024,25873,2.51,13815,2564,-26,48.23
2/27/2024,25760,2.51,13815,2248,-20,42.53
2/27/2024,25213,2.51,13815,2049,-19,40.03
2/27/2024,24470,2.51,13815,1684,-17,38.01
2/27/2024,23343,2.51,13815,1556,-14,31.48
2/27/2024,22102,2.51,13815,1421,-13,34.4
2/28/2024,21309,2.35,14417,1237,-14,32.12
2/28/2024,20729,2.35,14417,834,-17,30.34
2/28/2024,20360,2.35,14417,437,-19,31.35
2/28/2024,20270,2.35,14417,371,-19,33.5
2/28/2024,20739,2.35,14417,317,-18,29.92
2/28/2024,22039,2.35,14417,345,-20,33.03
2/28/2024,24070,2.35,14417,325,492,40.71
2/28/2024,24461,2.35,14417,353,6528,19.94
2/28/2024,23059,2.35,14417,440,12812,-9.04
2/28/2024,21611,2.35,14417,448,13167,-18.88
2/28/2024,21023,2.35,14417,332,13622,-27.08
2/28/2024,20342,2.35,14417,298,13972,-23.51
2/28/2024,19601,2.35,14417,345,13620,-28.19
2/28/2024,19599,2.35,14417,505,13514,-25.93
2/28/2024,19889,2.35,14417,523,13280,-24.25
2/28/2024,20719,2.35,14417,785,12568,-9.55
2/28/2024,22026,2.35,14417,1082,9143,20.92
2/28/2024,24413,2.35,14417,1206,1606,38.31
2/28/2024,25989,2.35,14417,1277,146,44.63
2/28/2024,25595,2.35,14417,1523,106,41.94
2/28/2024,25054,2.35,14417,1941,118,33.04
2/28/2024,24278,2.35,14417,2128,125,32.23
2/28/2024,23103,2.35,14417,2095,125,34.12
2/28/2024,21777,2.35,14417,1919,129,31.61
2/29/2024,21079,2.26,13596,1857,145,28.15
2/29/2024,20433,2.26,13596,1539,121,27.21
2/29/2024,20105,2.26,13596,1490,114,30.89
2/29/2024,20226,2.26,13596,1700,129,28.17
2/29/2024,20138,2.26,13596,1559,124,26.64
2/29/2024,21473,2.26,13596,1531,105,30.06
2/29/2024,23391,2.26,13596,1732,599,34.62
2/29/2024,24593,2.26,13596,1889,7081,26.14
2/29/2024,24853,2.26,13596,2151,12914,-0.41
2/29/2024,24600,2.26,13596,2809,13396,-8.52
2/29/2024,24441,2.26,13596,3419,13986,-8.84
2/29/2024,24005,2.26,13596,3711,13702,-9.75
2/29/2024,24166,2.26,13596,3721,13341,-11.68
2/29/2024,24226,2.26,13596,3425,12645,-22.95
2/29/2024,22865,2.26,13596,3471,11166,-33.01
2/29/2024,22747,2.26,13596,3556,10220,-20.38
2/29/2024,23438,2.26,13596,4088,7003,10.92
2/29/2024,25252,2.26,13596,3746,1160,37.78
2/29/2024,26582,2.26,13596,3507,18,45.96
2/29/2024,26233,2.26,13596,3486,10,41.38
2/29/2024,25572,2.26,13596,3765,11,36.39
2/29/2024,24809,2.26,13596,3932,13,34.49
2/29/2024,23701,2.26,13596,3923,6,30.89
2/29/2024,22081,2.26,13596,3679,5,28.89
3/1/2024,21430,2.34,14471,3431,-12,31.4
3/1/2024,20627,2.34,14471,3431,-9,31.16
3/1/2024,20119,2.34,14471,3438,0,30.18
3/1/2024,19985,2.34,14471,3410,23,30.9
3/1/2024,20540,2.34,14471,3489,9,33.91
3/1/2024,21602,2.34,14471,3509,10,35.7
3/1/2024,23373,2.34,14471,3685,692,37.84
3/1/2024,24533,2.34,14471,3408,6402,12.26
3/1/2024,25055,2.34,14471,2900,10271,-20.26
3/1/2024,24459,2.34,14471,3140,11528,-18.95
3/1/2024,23727,2.34,14471,3356,12664,-19.7
3/1/2024,23719,2.34,14471,3167,12414,-36.16
3/1/2024,23009,2.34,14471,3271,11976,-43.59
3/1/2024,22632,2.34,14471,3259,11330,-45.68
3/1/2024,22159,2.34,14471,3598,10755,-47.88
3/1/2024,22442,2.34,14471,3980,9838,-25.62
3/1/2024,23538,2.34,14471,4567,6297,11.36
3/1/2024,25189,2.34,14471,4354,955,43.04
3/1/2024,26245,2.34,14471,3822,52,53.33
3/1/2024,25780,2.34,14471,3900,38,47.24
3/1/2024,24916,2.34,14471,3978,56,39.16
3/1/2024,24412,2.34,14471,4060,54,34.04
3/1/2024,23441,2.34,14471,4167,38,37.69
3/1/2024,22203,2.34,14471,4194,19,33.27
3/2/2024,21667,2.34,14828,4178,23,31.95
3/2/2024,20817,2.34,14828,4173,31,30.84
3/2/2024,20099,2.34,14828,4043,20,30.77
3/2/2024,19678,2.34,14828,3710,9,32.49
3/2/2024,19742,2.34,14828,3603,16,32.82
3/2/2024,20122,2.34,14828,3603,-1,43.13
3/2/2024,21061,2.34,14828,3645,734,43.66
3/2/2024,21950,2.34,14828,3452,5142,5.02
3/2/2024,21878,2.34,14828,3258,8242,-7.07
3/2/2024,21967,2.34,14828,2821,9896,-6.29
3/2/2024,21704,2.34,14828,3123,10888,-4.73
3/2/2024,21901,2.34,14828,3457,11704,-3.8
3/2/2024,21687,2.34,14828,3655,11800,-2.94
3/2/2024,21791,2.34,14828,3650,11840,-1.99
3/2/2024,22135,2.34,14828,3689,11066,0.27
3/2/2024,21637,2.34,14828,3348,8450,1.15
3/2/2024,22220,2.34,14828,3633,4907,15.09
3/2/2024,23887,2.34,14828,4085,789,41.17
3/2/2024,25197,2.34,14828,4611,132,58.44
3/2/2024,24888,2.34,14828,4410,96,43.83
3/2/2024,24386,2.34,14828,3765,17,38.29
3/2/2024,23934,2.34,14828,3513,12,43.72
3/2/2024,23076,2.34,14828,3547,37,48.38
3/2/2024,21977,2.34,14828,3310,4,51.75
3/3/2024,21410,2.34,14144,3446,12,59.93
3/3/2024,20417,2.34,14144,3302,0,59.42
3/3/2024,20013,2.34,14144,3526,-9,49.06
3/3/2024,19592,2.34,14144,3841,-3,44.06
3/3/2024,19565,2.34,14144,3790,-6,48.27
3/3/2024,19977,2.34,14144,3888,-4,45.72
3/3/2024,20560,2.34,14144,4141,726,38.98
3/3/2024,20712,2.34,14144,3866,6115,-13.03
3/3/2024,20843,2.34,14144,3227,8869,-38.93
3/3/2024,20509,2.34,14144,3115,9288,-48.37
3/3/2024,20629,2.34,14144,3280,9312,-50.96
3/3/2024,20224,2.34,14144,3522,9723,-49.85
3/3/2024,20016,2.34,14144,3468,9444,-52.55
3/3/2024,20257,2.34,14144,3594,9179,-56.73
3/3/2024,19945,2.34,14144,3608,9131,-51.37
3/3/2024,19827,2.34,14144,3510,8474,-46.66
3/3/2024,20721,2.34,14144,3804,6305,-5.02
3/3/2024,23192,2.34,14144,4906,1177,38.18
3/3/2024,25091,2.34,14144,5057,23,46.31
3/3/2024,25108,2.34,14144,5087,-23,53.2
3/3/2024,24555,2.34,14144,4910,-35,43.67
3/3/2024,23925,2.34,14144,4632,-48,42.21
3/3/2024,22776,2.34,14144,4363,-36,38.16
3/3/2024,21602,2.34,14144,4320,-30,37.5
3/4/2024,21253,2.1,15267,4018,-45,34.67
3/4/2024,20717,2.1,15267,3810,-54,33.74
3/4/2024,19885,2.1,15267,4034,-51,33.31
3/4/2024,19923,2.1,15267,3862,-48,33.52
3/4/2024,20671,2.1,15267,3636,-51,36.72
3/4/2024,21938,2.1,15267,3546,-54,42.44
3/4/2024,23967,2.1,15267,3228,833,56.77
3/4/2024,24847,2.1,15267,3145,6164,18.98
3/4/2024,23522,2.1,15267,3408,10113,-21.16
3/4/2024,22897,2.1,15267,3163,11239,-37.26
3/4/2024,22726,2.1,15267,3261,11766,-48.81
3/4/2024,22713,2.1,15267,3337,11406,-50.95
3/4/2024,22182,2.1,15267,3241,10994,-58.98
3/4/2024,21734,2.1,15267,3052,11010,-71.62
3/4/2024,21578,2.1,15267,3001,10101,-65.42
3/4/2024,21365,2.1,15267,3229,8959,-40.19
3/4/2024,22632,2.1,15267,3748,6183,-4.47
3/4/2024,24914,2.1,15267,3679,1209,37.75
3/4/2024,26698,2.1,15267,3400,-23,51.36
3/4/2024,26615,2.1,15267,3046,-14,49.94
3/4/2024,25958,2.1,15267,3009,-12,54.65
3/4/2024,25084,2.1,15267,3142,-12,61
3/4/2024,23400,2.1,15267,3186,-12,44.36
3/4/2024,22227,2.1,15267,3643,-13,32.49
3/5/2024,21638,2.19,16123,3728,-13,37.15
3/5/2024,21375,2.19,16123,3365,-13,38.78
3/5/2024,21161,2.19,16123,3026,-10,39.42
3/5/2024,20994,2.19,16123,3150,-12,41.06
3/5/2024,20906,2.19,16123,3280,-4,40.94
3/5/2024,22481,2.19,16123,3273,-2,46.61
3/5/2024,24280,2.19,16123,3241,737,64.33
3/5/2024,24883,2.19,16123,2571,7555,6.8
3/5/2024,23604,2.19,16123,1617,12350,-16.9
3/5/2024,22886,2.19,16123,1086,13043,-33.65
3/5/2024,22887,2.19,16123,909,13786,-37.53
3/5/2024,22771,2.19,16123,1132,13495,-34.75
3/5/2024,22434,2.19,16123,1465,12961,-34.99
3/5/2024,22454,2.19,16123,1858,12416,-46.43
3/5/2024,22325,2.19,16123,2248,11166,-54.12
3/5/2024,21934,2.19,16123,2574,9782,-44.67
3/5/2024,22810,2.19,16123,3043,7690,1.92
3/5/2024,24816,2.19,16123,3134,1748,36.93
3/5/2024,26685,2.19,16123,3501,-21,37.54
3/5/2024,26704,2.19,16123,3686,-26,37.93
3/5/2024,25611,2.19,16123,3603,-27,43.35
3/5/2024,24488,2.19,16123,3238,-28,36.42
3/5/2024,23244,2.19,16123,2953,-28,16.36
3/5/2024,21801,2.19,16123,2770,-28,34.37
3/6/2024,21689,2.32,16259,2556,-29,42.14
3/6/2024,21247,2.32,16259,2384,-29,37.22
3/6/2024,20395,2.32,16259,2196,-30,34.68
3/6/2024,20345,2.32,16259,2237,-32,34.87
3/6/2024,20642,2.32,16259,2277,-32,29.21
3/6/2024,22013,2.32,16259,2067,-33,36.44
3/6/2024,23797,2.32,16259,1689,417,40.17
3/6/2024,24505,2.32,16259,1515,5212,27.83
3/6/2024,23998,2.32,16259,1462,10650,-4.01
3/6/2024,23534,2.32,16259,1654,12299,-11.13
3/6/2024,23222,2.32,16259,1816,12456,-15.22
3/6/2024,22643,2.32,16259,2192,12426,-11.44
3/6/2024,22775,2.32,16259,2256,10945,-10.04
3/6/2024,23916,2.32,16259,2212,10255,8.52
3/6/2024,23809,2.32,16259,2437,8331,26.12
3/6/2024,24349,2.32,16259,2349,5074,37.22
3/6/2024,24865,2.32,16259,2282,2473,56.02
3/6/2024,25953,2.32,16259,2170,279,64.95
3/6/2024,26955,2.32,16259,2033,-38,54.64
3/6/2024,26360,2.32,16259,2076,-17,59.47
3/6/2024,25428,2.32,16259,2120,-2,59.08
3/6/2024,24593,2.32,16259,2066,-5,51.39
3/6/2024,23361,2.32,16259,2257,4,45.4
3/6/2024,22249,2.32,16259,2985,12,31.71
3/7/2024,22041,2.53,16086,3413,-18,38.23
3/7/2024,21407,2.53,16086,3566,-24,36.75
3/7/2024,21351,2.53,16086,3970,-15,36.96
3/7/2024,21052,2.53,16086,4328,-12,37.86
3/7/2024,21219,2.53,16086,4492,-15,44.93
3/7/2024,22359,2.53,16086,4276,3,58.34
3/7/2024,24199,2.53,16086,3825,479,67.01
3/7/2024,25218,2.53,16086,3445,5863,38.07
3/7/2024,24578,2.53,16086,3374,10680,14.45
3/7/2024,23970,2.53,16086,3664,11520,-6.25
3/7/2024,22591,2.53,16086,3885,11326,-17.22
3/7/2024,22541,2.53,16086,4049,11141,-19.73
3/7/2024,22288,2.53,16086,4025,11515,-20.99
3/7/2024,21444,2.53,16086,3970,11189,-22.64
3/7/2024,21416,2.53,16086,4238,10518,-25.36
3/7/2024,21106,2.53,16086,4213,9552,-17.35
3/7/2024,22866,2.53,16086,4580,7538,10.37
3/7/2024,24808,2.53,16086,4487,1560,36.07
3/7/2024,26521,2.53,16086,4919,-22,54.15
3/7/2024,25875,2.53,16086,5099,-22,47.5
3/7/2024,25028,2.53,16086,5031,-33,43.34
3/7/2024,24417,2.53,16086,4555,-30,40.54
3/7/2024,23217,2.53,16086,4072,-33,32.3
3/7/2024,22046,2.53,16086,3704,-34,25.98
3/8/2024,22029,2.27,16856,3380,-34,35.53
3/8/2024,21401,2.27,16856,3184,-32,33.8
3/8/2024,20826,2.27,16856,2842,-26,38.08
3/8/2024,20483,2.27,16856,2325,-34,35.95
3/8/2024,20954,2.27,16856,1822,-37,42.06
3/8/2024,22262,2.27,16856,1525,-37,48.61
3/8/2024,23952,2.27,16856,1383,1170,61.71
3/8/2024,24021,2.27,16856,1218,8174,25.27
3/8/2024,22334,2.27,16856,1149,13041,-7.37
3/8/2024,20604,2.27,16856,1207,13377,-25.93
3/8/2024,20197,2.27,16856,1280,13365,-32.71
3/8/2024,19628,2.27,16856,1249,13224,-36.58
3/8/2024,19357,2.27,16856,1157,13192,-37.62
3/8/2024,19415,2.27,16856,1026,13294,-38.66
3/8/2024,19461,2.27,16856,868,12999,-37.36
3/8/2024,19897,2.27,16856,960,12054,-28.69
3/8/2024,21275,2.27,16856,1128,9224,12.6
3/8/2024,23320,2.27,16856,1216,1979,55.76
3/8/2024,24905,2.27,16856,1278,-30,66.11
3/8/2024,24793,2.27,16856,1316,-52,57.01
3/8/2024,24289,2.27,16856,1208,-46,55.83
3/8/2024,23773,2.27,16856,1306,-18,53.67
3/8/2024,22745,2.27,16856,1198,-1,70.42
3/8/2024,21705,2.27,16856,1190,26,46.96
3/9/2024,21369,2.27,16811,1308,28,35.94
3/9/2024,20704,2.27,16811,1100,-3,36.19
3/9/2024,20124,2.27,16811,962,7,36.04
3/9/2024,19942,2.27,16811,802,-8,36.02
3/9/2024,19898,2.27,16811,943,-4,36.6
3/9/2024,20355,2.27,16811,888,-22,42.51
3/9/2024,20693,2.27,16811,851,1175,36.75
3/9/2024,20527,2.27,16811,593,7835,9.8
3/9/2024,19734,2.27,16811,487,12296,-18.96
3/9/2024,19702,2.27,16811,420,13391,-36.62
3/9/2024,19621,2.27,16811,332,13597,-42.24
3/9/2024,19094,2.27,16811,278,13232,-43.79
3/9/2024,18885,2.27,16811,273,12947,-42.22
3/9/2024,18502,2.27,16811,260,12414,-46.34
3/9/2024,17750,2.27,16811,299,11680,-41.31
3/9/2024,17985,2.27,16811,368,10926,-34.48
3/9/2024,18963,2.27,16811,498,7385,10.98
3/9/2024,21455,2.27,16811,712,1614,42.83
3/9/2024,23577,2.27,16811,868,89,45.99
3/9/2024,23506,2.27,16811,1036,53,41.33
3/9/2024,22969,2.27,16811,1305,-17,36.02
3/9/2024,22465,2.27,16811,1433,-28,37.32
3/9/2024,21602,2.27,16811,1419,-31,35.79
3/9/2024,20708,2.27,16811,1599,-25,33.88
3/10/2024,20248,2.27,16425,1553,-22,33.47
3/10/2024,19646,2.27,16425,1361,-30,33.19
3/10/2024,19446,2.27,16425,1246,-31,37.55
3/10/2024,19314,2.27,16425,1197,-29,36.24
3/10/2024,19181,2.27,16425,1149,-27,35.69
3/10/2024,19360,2.27,16425,1131,-29,35.87
3/10/2024,19966,2.27,16425,1123,-33,33.9
3/10/2024,20474,2.27,16425,1106,1170,8.18
3/10/2024,20144,2.27,16425,864,6497,0.69
3/10/2024,19057,2.27,16425,844,9949,-11.21
3/10/2024,18154,2.27,16425,932,11126,-23.6
3/10/2024,17910,2.27,16425,899,11598,-28.76
3/10/2024,17241,2.27,16425,842,11502,-33.87
3/10/2024,16510,2.27,16425,769,10968,-36.2
3/10/2024,16262,2.27,16425,782,10828,-27.26
3/10/2024,16616,2.27,16425,873,10808,-23.59
3/10/2024,18455,2.27,16425,1159,9524,15.51
3/10/2024,19943,2.27,16425,1508,5488,41.16
3/10/2024,22041,2.27,16425,1965,1050,44.35
3/10/2024,23558,2.27,16425,2377,-30,41.33
3/10/2024,23547,2.27,16425,2812,-37,36.31
3/10/2024,23004,2.27,16425,2988,-16,38.98
3/10/2024,21930,2.27,16425,2778,-50,32.29
3/10/2024,20678,2.27,16425,2779,-48,30.63
3/11/2024,20417,2.04,16476,2624,-56,29.45
3/11/2024,19757,2.04,16476,2524,-60,27.56
3/11/2024,19376,2.04,16476,2868,-60,22.19
3/11/2024,19335,2.04,16476,3149,-60,28.46
3/11/2024,19634,2.04,16476,2992,-60,35.44
3/11/2024,20778,2.04,16476,3106,-58,43.2
3/11/2024,23161,2.04,16476,3447,-52,55.93
3/11/2024,25102,2.04,16476,3204,1329,36.68
3/11/2024,24817,2.04,16476,3018,7563,14.28
3/11/2024,23219,2.04,16476,2859,11556,-2.57
3/11/2024,22195,2.04,16476,2696,12929,-20.69
3/11/2024,20906,2.04,16476,2649,12829,-26.67
3/11/2024,20583,2.04,16476,2590,12595,-34.02
3/11/2024,20164,2.04,16476,3259,11926,-40.93
3/11/2024,20088,2.04,16476,3419,11447,-42.64
3/11/2024,20177,2.04,16476,3709,11034,-37.53
3/11/2024,20825,2.04,16476,3946,9580,7.44
3/11/2024,22383,2.04,16476,4649,8277,45.89
3/11/2024,24337,2.04,16476,4576,1708,44.28
3/11/2024,25744,2.04,16476,4444,-26,40.62
3/11/2024,25452,2.04,16476,4517,-25,37.51
3/11/2024,24717,2.04,16476,4624,-31,33.84
3/11/2024,23272,2.04,16476,4317,-53,30.51
3/11/2024,22112,2.04,16476,4030,-58,29.72
3/12/2024,21053,1.99,16418,4198,-60,28.66
3/12/2024,20291,1.99,16418,3931,-58,26.93
3/12/2024,20153,1.99,16418,3902,-59,28.9
3/12/2024,20149,1.99,16418,4101,-58,29.28
3/12/2024,20260,1.99,16418,4153,-52,34.72
3/12/2024,21341,1.99,16418,4126,-34,38.84
3/12/2024,23476,1.99,16418,4042,-25,42.91
3/12/2024,24987,1.99,16418,4041,1080,25.65
3/12/2024,25531,1.99,16418,3857,4692,22.14
3/12/2024,24927,1.99,16418,3767,7931,15.46
3/12/2024,23713,1.99,16418,3795,10140,3.28
3/12/2024,23615,1.99,16418,3522,12237,-5.42
3/12/2024,24062,1.99,16418,3348,13388,-11.24
3/12/2024,24275,1.99,16418,3838,13624,-12.73
3/12/2024,23231,1.99,16418,4039,13304,-20.11
3/12/2024,22422,1.99,16418,4032,12550,-17.05
3/12/2024,21914,1.99,16418,4188,11176,4.04
3/12/2024,22645,1.99,16418,4027,8308,22.62
3/12/2024,24039,1.99,16418,4104,1750,27.45
3/12/2024,25439,1.99,16418,4177,56,19.04
3/12/2024,25358,1.99,16418,4331,18,29.41
3/12/2024,24753,1.99,16418,4234,9,26.27
3/12/2024,23414,1.99,16418,4335,11,24.62
3/12/2024,22105,1.99,16418,4258,-2,26.71
3/13/2024,21685,1.92,16214,4265,1,26.35
3/13/2024,20815,1.92,16214,4069,6,26.59
3/13/2024,20469,1.92,16214,3972,-1,25.73
3/13/2024,20019,1.92,16214,3880,-4,27.16
3/13/2024,20420,1.92,16214,3733,-21,33.51
3/13/2024,21832,1.92,16214,3776,-28,47.78
3/13/2024,24070,1.92,16214,3794,-36,49.18
3/13/2024,25413,1.92,16214,3670,1607,27.52
3/13/2024,25342,1.92,16214,3736,8039,-6.75
3/13/2024,23873,1.92,16214,3887,12860,-37.05
3/13/2024,21909,1.92,16214,3485,13213,-45.86
3/13/2024,21310,1.92,16214,3467,13729,-41.23
3/13/2024,20533,1.92,16214,3749,13809,-51.82
3/13/2024,20164,1.92,16214,3868,13775,-55.32
3/13/2024,20211,1.92,16214,3944,13423,-49.63
3/13/2024,20449,1.92,16214,4380,13112,-23.38
3/13/2024,20236,1.92,16214,4139,11562,20.07
3/13/2024,21737,1.92,16214,4598,9321,43.45
3/13/2024,23546,1.92,16214,5096,2239,39.92
3/13/2024,25465,1.92,16214,5100,47,38.64
3/13/2024,25428,1.92,16214,5096,73,38.89
3/13/2024,24822,1.92,16214,4995,74,35.2
3/13/2024,23470,1.92,16214,4798,83,34.44
3/13/2024,22232,1.92,16214,3744,81,34.47
3/14/2024,21302,1.78,16691,2654,74,35.92
3/14/2024,20405,1.78,16691,2428,72,36.02
3/14/2024,20239,1.78,16691,2983,71,33.04
3/14/2024,20251,1.78,16691,2823,73,36.22
3/14/2024,20415,1.78,16691,3036,75,39.42
3/14/2024,21580,1.78,16691,3297,68,59.04
3/14/2024,23618,1.78,16691,3119,72,55.2
3/14/2024,24768,1.78,16691,2861,1093,37.6
3/14/2024,24632,1.78,16691,3150,7622,16.38
3/14/2024,22452,1.78,16691,3786,11759,-5.46
3/14/2024,21367,1.78,16691,3832,12383,-9.47
3/14/2024,19787,1.78,16691,3827,12935,-14.52
3/14/2024,19500,1.78,16691,3586,12636,-16.32
3/14/2024,19386,1.78,16691,3534,12585,-21.55
3/14/2024,18944,1.78,16691,3389,12331,-4.29
3/14/2024,18943,1.78,16691,3512,12245,10.76
